timestamp,PM2.5 (ug/m3),CO2 (ppm),Temp (C),Humidity (%),TVOC (mg/m3),Pressure (Pa),source
10/07/2025, 23:38:52,456.00,1260,502.00,65.44,26.290,2.23,real
10/07/2025, 23:38:52,349.00,1258,384.00,65.34,26.290,2.25,real
10/07/2025, 23:38:52,266.00,1255,293.00,65.22,26.300,2.27,real
10/07/2025, 23:38:52,158.00,1254,174.00,65.07,26.310,2.28,real
10/07/2025, 23:38:52,123.00,1253,136.00,64.73,26.290,2.31,real
10/07/2025, 23:38:52,97.00,1252,107.00,64.57,26.290,2.34,real
10/07/2025, 23:38:52,77.00,1250,85.00,64.42,26.300,2.37,real
10/07/2025, 23:38:52,51.00,1249,57.00,64.27,26.290,2.41,real
10/07/2025, 23:38:52,43.00,1248,48.00,64.00,26.300,2.46,real
10/07/2025, 23:38:52,37.00,1247,41.00,63.87,26.290,2.47,real
10/07/2025, 23:38:52,31.00,1244,34.00,63.71,26.300,2.48,real
10/07/2025, 23:38:52,21.00,1243,23.00,63.52,26.290,2.49,real
10/07/2025, 23:38:52,18.00,1241,19.00,63.06,26.300,2.50,real
10/07/2025, 23:38:52,15.00,1239,16.00,62.81,26.300,2.45,real
10/07/2025, 23:38:52,13.00,1236,14.00,62.55,26.290,2.41,real
10/07/2025, 23:38:52,11.00,1234,11.00,62.31,26.290,2.38,real
10/07/2025, 23:38:52,10.00,1232,10.00,61.88,26.300,2.35,real
10/07/2025, 23:38:52,9.00,1230,9.00,61.70,26.290,2.33,real
10/07/2025, 23:38:52,9.00,1225,9.00,61.56,26.300,2.30,real
10/07/2025, 23:38:52,9.00,1223,9.00,61.43,26.290,2.28,real
10/07/2025, 23:38:52,8.00,1221,8.00,61.24,26.290,2.29,real
10/07/2025, 23:38:52,7.00,1218,7.00,61.19,26.300,2.31,real
10/07/2025, 23:38:52,7.00,1214,7.00,61.15,26.300,2.35,real
10/07/2025, 23:38:52,7.00,1212,7.00,61.09,26.300,2.38,real
10/07/2025, 23:38:52,7.00,1210,7.00,60.98,26.300,2.39,real
10/07/2025, 23:38:52,7.00,1208,7.00,60.94,26.290,2.41,real
10/07/2025, 23:38:52,7.00,1204,7.00,60.91,26.290,2.45,real
10/07/2025, 23:38:52,7.00,1202,7.00,60.89,26.290,2.49,real
10/07/2025, 23:38:52,7.00,1200,7.00,60.90,26.290,2.48,real
10/07/2025, 23:38:52,7.00,1199,7.00,60.92,26.290,2.47,real
10/07/2025, 23:38:52,7.00,1196,7.00,60.96,26.290,2.45,real
10/07/2025, 23:38:52,15.00,1195,16.00,61.02,26.280,2.40,real
10/07/2025, 23:38:52,13.00,1194,13.00,61.26,26.300,2.39,real
10/07/2025, 23:38:52,83.00,1192,91.00,61.45,26.290,2.38,real
10/07/2025, 23:38:52,419.00,1190,461.00,61.66,26.290,2.39,real
10/07/2025, 23:38:52,1335.00,1190,600.00,61.88,26.300,2.40,real
10/07/2025, 23:38:52,1634.00,1189,600.00,62.30,26.300,2.45,real
10/07/2025, 23:38:52,1845.00,1189,600.00,62.48,26.290,2.48,real
10/07/2025, 23:38:52,1871.00,1191,600.00,62.65,26.300,2.49,real
10/07/2025, 23:38:52,1383.00,1193,600.00,62.77,26.290,2.50,real
10/07/2025, 23:38:52,1113.00,1196,600.00,62.90,26.290,2.48,real
10/07/2025, 23:38:52,867.00,1200,600.00,62.93,26.290,2.40,real
10/07/2025, 23:38:52,667.00,1209,600.00,62.96,26.300,2.39,real
10/07/2025, 23:38:52,386.00,1215,425.00,62.95,26.310,2.35,real
10/07/2025, 23:38:52,294.00,1221,324.00,62.98,26.300,2.31,real
10/07/2025, 23:38:52,225.00,1227,248.00,62.98,26.300,2.31,real
10/07/2025, 23:38:52,173.00,1240,191.00,63.00,26.290,2.27,real
10/07/2025, 23:38:52,105.00,1247,116.00,63.02,26.300,2.22,real
10/07/2025, 23:38:52,83.00,1252,92.00,63.07,26.310,2.19,real
10/07/2025, 23:38:52,67.00,1258,74.00,63.12,26.320,2.16,real
10/07/2025, 23:38:52,55.00,1266,61.00,63.16,26.320,2.15,real
10/07/2025, 23:38:52,39.00,1269,43.00,63.21,26.320,2.12,real
10/07/2025, 23:38:52,32.00,1271,35.00,63.31,26.320,2.07,real
10/07/2025, 23:38:52,26.00,1273,29.00,63.35,26.320,2.10,real
10/07/2025, 23:38:52,21.00,1274,24.00,63.41,26.320,2.13,real
10/07/2025, 23:38:52,15.00,1274,17.00,63.46,26.330,2.15,real
10/07/2025, 23:38:52,13.00,1273,15.00,63.56,26.340,2.18,real
10/07/2025, 23:38:52,12.00,1272,13.00,63.61,26.330,2.20,real
10/07/2025, 23:38:52,11.00,1269,11.00,63.66,26.340,2.25,real
10/07/2025, 23:38:52,10.00,1268,10.00,63.73,26.350,2.28,real
10/07/2025, 23:38:52,8.00,1266,8.00,63.81,26.340,2.30,real
10/07/2025, 23:38:52,7.00,1264,7.00,63.95,26.350,2.34,real
10/07/2025, 23:38:52,7.00,1262,7.00,64.00,26.350,2.36,real
10/07/2025, 23:38:52,7.00,1259,7.00,64.07,26.360,2.34,real
10/07/2025, 23:38:52,7.00,1257,7.00,64.14,26.370,2.37,real
10/07/2025, 23:38:52,7.00,1255,7.00,64.25,26.370,2.38,real
10/07/2025, 23:38:52,7.00,1254,7.00,64.30,26.370,2.42,real
10/07/2025, 23:38:52,7.00,1250,7.00,64.33,26.380,2.44,real
10/07/2025, 23:38:52,7.00,1248,7.00,64.37,26.370,2.46,real
10/07/2025, 23:38:52,7.00,1247,7.00,64.47,26.380,2.46,real
10/07/2025, 23:38:52,7.00,1245,7.00,64.53,26.380,2.50,real
10/07/2025, 23:38:52,7.00,1241,7.00,64.58,26.370,2.46,real
10/07/2025, 23:38:52,7.00,1240,7.00,64.64,26.370,2.42,real
10/07/2025, 23:38:52,7.00,1238,7.00,64.75,26.390,2.41,real
10/07/2025, 23:38:52,7.00,1237,7.00,64.78,26.400,2.37,real
10/07/2025, 23:38:52,8.00,1234,8.00,64.81,26.400,2.36,real
10/07/2025, 23:38:52,8.00,1232,8.00,64.84,26.390,2.34,real
10/07/2025, 23:38:52,8.00,1231,8.00,64.86,26.400,2.30,real
10/07/2025, 23:38:52,8.00,1229,8.00,64.84,26.390,2.30,real
10/07/2025, 23:38:52,8.00,1227,8.00,64.80,26.390,2.31,real
10/07/2025, 23:38:52,8.00,1226,8.00,64.76,26.400,2.33,real
10/07/2025, 23:38:52,8.00,1225,8.00,64.65,26.380,2.34,real
10/07/2025, 23:38:52,8.00,1224,8.00,64.56,26.380,2.34,real
10/07/2025, 23:38:52,8.00,1222,8.00,64.44,26.390,2.37,real
10/07/2025, 23:38:52,8.00,1221,8.00,64.30,26.390,2.37,real
10/07/2025, 23:38:52,8.00,1220,8.00,63.96,26.400,2.41,real
10/07/2025, 23:38:52,8.00,1219,8.00,63.79,26.400,2.41,real
10/07/2025, 23:38:52,8.00,1217,8.00,63.62,26.390,2.42,real
10/07/2025, 23:38:52,8.00,1216,8.00,63.45,26.400,2.43,real
10/07/2025, 23:38:52,8.00,1215,8.00,63.12,26.390,2.43,real
10/07/2025, 23:38:52,8.00,1214,8.00,62.97,26.390,2.41,real
10/07/2025, 23:38:52,7.00,1212,7.00,62.82,26.390,2.45,real
10/07/2025, 23:38:52,6.00,1211,6.00,62.69,26.390,2.50,real
10/07/2025, 23:38:52,6.00,1210,6.00,62.42,26.400,2.49,real
10/07/2025, 23:38:52,6.00,1209,6.00,62.31,26.390,2.45,real
10/07/2025, 23:38:52,6.00,1207,6.00,62.18,26.390,2.43,real
10/07/2025, 23:38:52,6.00,1206,6.00,62.04,26.390,2.38,real
10/07/2025, 23:38:52,6.00,1205,6.00,61.70,26.390,2.37,real
10/07/2025, 23:38:52,6.00,1204,6.00,61.51,26.380,2.34,real
10/07/2025, 23:38:52,6.00,1202,6.00,61.32,26.380,2.31,real
10/07/2025, 23:38:52,6.00,1200,6.00,61.12,26.380,2.30,real
10/07/2025, 23:38:52,6.00,1199,6.00,60.73,26.390,2.34,real
10/07/2025, 23:38:52,6.00,1198,6.00,60.52,26.380,2.36,real
10/07/2025, 23:38:52,6.00,1195,6.00,60.33,26.370,2.38,real
10/07/2025, 23:38:52,6.00,1194,6.00,60.17,26.360,2.41,real
10/07/2025, 23:38:52,6.00,1193,6.00,59.95,26.360,2.38,real
10/07/2025, 23:38:52,7.00,1192,7.00,59.90,26.350,2.42,real
10/07/2025, 23:38:52,8.00,1189,8.00,59.88,26.360,2.45,real
10/07/2025, 23:38:52,8.00,1188,8.00,59.89,26.350,2.49,real
10/07/2025, 23:38:52,8.00,1187,8.00,59.97,26.360,2.49,real
10/07/2025, 23:38:52,8.00,1186,8.00,60.02,26.350,2.48,real
10/07/2025, 23:38:52,8.00,1184,8.00,60.08,26.350,2.44,real
10/07/2025, 23:38:52,8.00,1183,8.00,60.16,26.350,2.41,real
10/07/2025, 23:38:52,8.00,1182,8.00,60.32,26.340,2.37,real
10/07/2025, 23:38:52,8.00,1181,8.00,60.40,26.330,2.35,real
10/07/2025, 23:38:52,8.00,1179,8.00,60.48,26.340,2.40,real
10/07/2025, 23:38:52,8.00,1178,8.00,60.56,26.330,2.43,real
10/07/2025, 23:38:52,7.00,1177,7.00,60.73,26.330,2.45,real
10/07/2025, 23:38:52,7.00,1177,7.00,60.80,26.340,2.48,real
10/07/2025, 23:38:52,7.00,1175,7.00,60.89,26.340,2.49,real
10/07/2025, 23:38:52,7.00,1175,7.00,60.97,26.330,2.48,real
10/07/2025, 23:38:52,7.00,1174,7.00,61.15,26.340,2.50,real
10/07/2025, 23:38:52,7.00,1174,7.00,61.24,26.330,2.45,real
10/07/2025, 23:38:52,7.00,1173,7.00,61.32,26.330,2.43,real
10/07/2025, 23:38:52,7.00,1173,7.00,61.41,26.330,2.47,real
10/07/2025, 23:38:52,7.00,1172,7.00,61.57,26.330,2.48,real
10/07/2025, 23:38:52,7.00,1172,7.00,61.66,26.330,2.50,real
10/07/2025, 23:38:52,7.00,1172,7.00,61.74,26.330,2.48,real
10/07/2025, 23:38:52,7.00,1172,7.00,61.82,26.340,2.49,real
10/07/2025, 23:38:52,7.00,1172,7.00,62.01,26.340,2.48,real
10/07/2025, 23:38:52,6.00,1172,6.00,62.09,26.330,2.47,real
10/07/2025, 23:38:52,7.00,1173,7.00,62.22,26.340,2.44,real
10/07/2025, 23:38:52,7.00,1173,7.00,62.40,26.330,2.43,real
10/07/2025, 23:38:52,7.00,1173,7.00,62.75,26.350,2.40,real
10/07/2025, 23:38:52,7.00,1174,7.00,62.90,26.340,2.40,real
10/07/2025, 23:38:52,7.00,1174,7.00,63.02,26.330,2.43,real
10/07/2025, 23:38:52,7.00,1176,7.00,63.12,26.340,2.47,real
10/07/2025, 23:38:52,7.00,1177,7.00,63.18,26.330,2.49,real
10/07/2025, 23:38:52,7.00,1178,7.00,63.29,26.350,2.45,real
10/07/2025, 23:38:52,7.00,1179,7.00,63.34,26.340,2.44,real
10/07/2025, 23:38:52,7.00,1182,7.00,63.38,26.350,2.40,real
10/07/2025, 23:38:52,7.00,1183,7.00,63.42,26.360,2.38,real
10/07/2025, 23:38:52,7.00,1185,7.00,63.51,26.340,2.35,real
10/07/2025, 23:38:52,7.00,1186,7.00,63.57,26.350,2.35,real
10/07/2025, 23:38:52,7.00,1188,7.00,63.63,26.360,2.33,real
10/07/2025, 23:38:52,7.00,1189,7.00,63.70,26.370,2.32,real
10/07/2025, 23:38:52,7.00,1190,7.00,63.86,26.370,2.31,real
10/07/2025, 23:38:52,7.00,1192,7.00,63.91,26.370,2.27,real
10/07/2025, 23:38:52,7.00,1193,7.00,63.97,26.380,2.23,real
10/07/2025, 23:38:52,7.00,1194,7.00,64.03,26.380,2.23,real
10/07/2025, 23:38:52,6.00,1195,6.00,64.16,26.360,2.21,real
10/07/2025, 23:38:52,6.00,1195,6.00,64.22,26.370,2.18,real
10/07/2025, 23:38:52,6.00,1196,6.00,64.28,26.380,2.19,real
10/07/2025, 23:38:52,7.00,1196,7.00,64.33,26.380,2.23,real
10/07/2025, 23:38:52,7.00,1196,7.00,64.45,26.380,2.24,real
10/07/2025, 23:38:52,7.00,1196,7.00,64.50,26.380,2.28,real
10/07/2025, 23:38:52,7.00,1197,7.00,64.57,26.390,2.32,real
10/07/2025, 23:38:52,7.00,1197,7.00,64.63,26.400,2.35,real
10/07/2025, 23:38:52,7.00,1197,7.00,64.70,26.390,2.39,real
10/07/2025, 23:38:52,7.00,1198,7.00,64.73,26.390,2.44,real
10/07/2025, 23:38:52,7.00,1199,7.00,64.74,26.380,2.46,real
10/07/2025, 23:38:52,7.00,1199,7.00,64.72,26.390,2.48,real
10/07/2025, 23:38:52,6.00,1200,6.00,64.59,26.390,2.43,real
10/07/2025, 23:38:52,6.00,1201,6.00,64.48,26.400,2.43,real
10/07/2025, 23:38:52,6.00,1202,6.00,64.37,26.410,2.48,real
10/07/2025, 23:38:52,9.00,1203,10.00,64.26,26.410,2.49,real
10/07/2025, 23:38:52,16.00,1204,18.00,64.01,26.410,2.45,real
10/07/2025, 23:38:52,25.00,1205,28.00,63.84,26.420,2.41,real
10/07/2025, 23:38:52,30.00,1207,33.00,63.67,26.410,2.36,real
10/07/2025, 23:38:52,25.00,1208,27.00,63.50,26.420,2.32,real
10/07/2025, 23:38:52,23.00,1209,25.00,63.17,26.410,2.28,real
10/07/2025, 23:38:52,21.00,1210,23.00,63.03,26.410,2.23,real
10/07/2025, 23:38:52,20.00,1212,22.00,62.88,26.400,2.20,real
10/07/2025, 23:38:52,18.00,1212,20.00,62.75,26.400,2.16,real
10/07/2025, 23:38:52,18.00,1213,19.00,62.46,26.410,2.15,real
10/07/2025, 23:38:52,18.00,1214,19.00,62.32,26.400,2.17,real
10/07/2025, 23:38:52,18.00,1215,19.00,62.18,26.400,2.18,real
10/07/2025, 23:38:52,15.00,1215,16.00,62.04,26.410,2.21,real
10/07/2025, 23:38:52,13.00,1216,13.00,61.80,26.410,2.26,real
10/07/2025, 23:38:52,11.00,1216,11.00,61.70,26.420,2.26,real
10/07/2025, 23:38:52,9.00,1216,9.00,61.64,26.410,2.22,real
10/07/2025, 23:38:52,7.00,1216,7.00,61.59,26.400,2.22,real
10/07/2025, 23:38:52,7.00,1215,7.00,61.53,26.410,2.17,real
10/07/2025, 23:38:52,7.00,1215,7.00,61.53,26.400,2.17,real
10/07/2025, 23:38:52,7.00,1214,7.00,61.52,26.400,2.16,real
10/07/2025, 23:38:52,7.00,1214,7.00,61.53,26.400,2.11,real
10/07/2025, 23:38:52,7.00,1213,7.00,61.59,26.410,2.06,real
10/07/2025, 23:38:52,7.00,1213,7.00,61.64,26.400,2.06,real
10/07/2025, 23:38:52,7.00,1212,7.00,61.70,26.400,2.04,real
10/07/2025, 23:38:52,7.00,1211,7.00,61.75,26.400,2.00,real
10/07/2025, 23:38:52,7.00,1211,7.00,61.88,26.410,2.00,real
10/07/2025, 23:38:52,7.00,1210,7.00,61.96,26.400,2.05,real
10/07/2025, 23:38:52,7.00,1209,7.00,62.03,26.410,2.07,real
10/07/2025, 23:38:52,8.00,1209,8.00,62.13,26.400,2.09,real
10/07/2025, 23:38:52,13.00,1208,13.00,62.29,26.400,2.11,real
10/07/2025, 23:38:52,20.00,1208,21.00,62.38,26.400,2.14,real
10/07/2025, 23:38:52,24.00,1207,26.00,62.45,26.410,2.14,real
10/07/2025, 23:38:52,22.00,1206,24.00,62.55,26.410,2.16,real
10/07/2025, 23:38:52,21.00,1206,23.00,62.72,26.410,2.18,real
10/07/2025, 23:38:52,20.00,1205,22.00,62.81,26.410,2.22,real
10/07/2025, 23:38:52,20.00,1204,22.00,62.90,26.400,2.26,real
10/07/2025, 23:38:52,20.00,1204,22.00,62.98,26.400,2.28,real
10/07/2025, 23:38:52,20.00,1203,22.00,63.15,26.400,2.24,real
10/07/2025, 23:38:52,20.00,1203,22.00,63.22,26.410,2.19,real
10/07/2025, 23:38:52,20.00,1202,22.00,63.29,26.410,2.19,real
10/07/2025, 23:38:52,20.00,1202,22.00,63.36,26.400,2.16,real
10/07/2025, 23:38:52,14.00,1201,16.00,63.43,26.400,2.13,real
10/07/2025, 23:38:52,12.00,1201,13.00,63.56,26.420,2.09,real
10/07/2025, 23:38:52,10.00,1201,11.00,63.64,26.420,2.05,real
10/07/2025, 23:38:52,9.00,1200,9.00,63.71,26.420,2.03,real
10/07/2025, 23:38:52,7.00,1200,7.00,63.79,26.410,2.01,real
10/07/2025, 23:38:52,6.00,1199,6.00,63.93,26.410,1.98,real
10/07/2025, 23:38:52,6.00,1199,6.00,63.98,26.420,1.94,real
10/07/2025, 23:38:52,6.00,1198,6.00,64.04,26.410,1.93,real
10/07/2025, 23:38:52,6.00,1197,6.00,64.11,26.420,1.92,real
10/07/2025, 23:38:52,6.00,1196,6.00,64.27,26.430,1.89,real
10/07/2025, 23:38:52,6.00,1196,6.00,64.34,26.420,1.87,real
10/07/2025, 23:38:52,6.00,1194,6.00,64.37,26.430,1.83,real
10/07/2025, 23:38:52,7.00,1193,7.00,64.40,26.430,1.82,real
10/07/2025, 23:38:52,7.00,1193,7.00,64.42,26.420,1.79,real
10/07/2025, 23:38:52,7.00,1192,7.00,64.41,26.430,1.77,real
10/07/2025, 23:38:52,7.00,1190,7.00,64.40,26.420,1.77,real
10/07/2025, 23:38:52,7.00,1190,7.00,64.36,26.430,1.74,real
10/07/2025, 23:38:52,7.00,1189,7.00,64.26,26.440,1.70,real
10/07/2025, 23:38:52,7.00,1188,7.00,64.19,26.430,1.70,real
10/07/2025, 23:38:52,7.00,1187,7.00,64.10,26.440,1.67,real
10/07/2025, 23:38:52,7.00,1186,7.00,64.00,26.450,1.69,real
10/07/2025, 23:38:52,7.00,1186,7.00,63.75,26.440,1.70,real
10/07/2025, 23:38:52,7.00,1185,7.00,63.59,26.430,1.73,real
10/07/2025, 23:38:52,7.00,1185,7.00,63.43,26.440,1.77,real
10/07/2025, 23:38:52,7.00,1185,7.00,63.31,26.450,1.78,real
10/07/2025, 23:38:52,7.00,1185,7.00,63.10,26.430,1.74,real
10/07/2025, 23:38:52,7.00,1185,7.00,62.98,26.440,1.72,real
10/07/2025, 23:38:52,7.00,1186,7.00,62.85,26.450,1.71,real
10/07/2025, 23:38:52,7.00,1186,7.00,62.65,26.450,1.68,real
10/07/2025, 23:38:52,7.00,1186,7.00,62.19,26.440,1.66,real
10/07/2025, 23:38:52,7.00,1186,7.00,61.96,26.430,1.70,real
10/07/2025, 23:38:52,7.00,1187,7.00,61.75,26.440,1.71,real
10/07/2025, 23:38:52,7.00,1187,7.00,61.55,26.450,1.72,real
10/07/2025, 23:38:52,7.00,1187,7.00,61.15,26.440,1.75,real
10/07/2025, 23:38:52,7.00,1187,7.00,60.96,26.430,1.79,real
10/07/2025, 23:38:52,7.00,1186,7.00,60.76,26.430,1.84,real
10/07/2025, 23:38:52,7.00,1186,7.00,60.57,26.420,1.86,real
10/07/2025, 23:38:52,7.00,1187,7.00,60.25,26.420,1.87,real
10/07/2025, 23:38:52,7.00,1187,7.00,60.15,26.430,1.90,real
10/07/2025, 23:38:52,7.00,1187,7.00,60.08,26.430,1.91,real
10/07/2025, 23:38:52,6.00,1188,6.00,60.04,26.420,1.87,real
10/07/2025, 23:38:52,6.00,1188,6.00,60.03,26.410,1.82,real
10/07/2025, 23:38:52,6.00,1188,6.00,60.05,26.410,1.86,real
10/07/2025, 23:38:52,6.00,1189,6.00,60.09,26.410,1.88,real
10/07/2025, 23:38:52,6.00,1189,6.00,60.14,26.420,1.93,real
10/07/2025, 23:38:52,6.00,1190,6.00,60.26,26.400,1.95,real
10/07/2025, 23:38:52,6.00,1190,6.00,60.32,26.400,2.00,real
10/07/2025, 23:38:52,6.00,1191,6.00,60.38,26.400,2.05,real
10/07/2025, 23:38:52,6.00,1192,6.00,60.46,26.400,2.03,real
10/07/2025, 23:38:52,6.00,1192,6.00,60.63,26.400,1.99,real
10/07/2025, 23:38:52,6.00,1193,6.00,60.71,26.390,1.98,real
10/07/2025, 23:38:52,6.00,1194,6.00,60.79,26.400,1.95,real
10/07/2025, 23:38:52,6.00,1194,6.00,60.88,26.390,1.93,real
10/07/2025, 23:38:52,6.00,1194,6.00,61.07,26.390,1.93,real
10/07/2025, 23:38:52,7.00,1194,7.00,61.17,26.400,1.92,real
10/07/2025, 23:38:52,8.00,1194,8.00,61.26,26.400,1.89,real
10/07/2025, 23:38:52,8.00,1194,8.00,61.37,26.390,1.87,real
10/07/2025, 23:38:52,8.00,1193,8.00,61.56,26.390,1.84,real
10/07/2025, 23:38:52,8.00,1193,8.00,61.67,26.390,1.79,real
10/07/2025, 23:38:52,8.00,1193,8.00,61.76,26.380,1.79,real
10/07/2025, 23:38:52,8.00,1192,8.00,61.84,26.390,1.77,real
10/07/2025, 23:38:52,8.00,1192,8.00,62.00,26.390,1.72,real
10/07/2025, 23:38:52,8.00,1192,8.00,62.08,26.400,1.71,real
10/07/2025, 23:38:52,8.00,1193,8.00,62.16,26.390,1.75,real
10/07/2025, 23:38:52,8.00,1193,8.00,62.24,26.390,1.77,real
10/07/2025, 23:38:52,8.00,1193,8.00,62.38,26.380,1.80,real
10/07/2025, 23:38:52,8.00,1194,8.00,62.46,26.390,1.84,real
10/07/2025, 23:38:52,8.00,1194,8.00,62.54,26.380,1.88,real
10/07/2025, 23:38:52,8.00,1194,8.00,62.62,26.390,1.93,real
10/07/2025, 23:38:52,8.00,1195,8.00,62.78,26.390,1.97,real
10/07/2025, 23:38:52,8.00,1195,8.00,62.85,26.400,1.99,real
10/07/2025, 23:38:52,8.00,1195,8.00,62.91,26.390,2.01,real
10/07/2025, 23:38:52,7.00,1196,7.00,62.99,26.400,2.02,real
10/07/2025, 23:38:52,7.00,1196,7.00,63.12,26.400,1.99,real
10/07/2025, 23:38:52,7.00,1197,7.00,63.19,26.400,1.96,real
10/07/2025, 23:38:52,7.00,1198,7.00,63.26,26.400,1.95,real
10/07/2025, 23:38:52,7.00,1199,7.00,63.33,26.400,1.91,real
10/07/2025, 23:38:52,7.00,1200,7.00,63.39,26.410,1.88,real
10/07/2025, 23:38:52,7.00,1200,7.00,63.52,26.400,1.87,real
10/07/2025, 23:38:52,7.00,1201,7.00,63.58,26.410,1.83,real
10/07/2025, 23:38:52,7.00,1203,7.00,63.65,26.420,1.82,real
10/07/2025, 23:38:52,7.00,1203,7.00,63.72,26.410,1.80,real
10/07/2025, 23:38:52,7.00,1204,7.00,63.87,26.420,1.80,real
10/07/2025, 23:38:52,6.00,1205,6.00,63.94,26.410,1.78,real
10/07/2025, 23:38:52,7.00,1206,7.00,64.01,26.410,1.73,real
10/07/2025, 23:38:52,7.00,1206,7.00,64.08,26.410,1.71,real
10/07/2025, 23:38:52,7.00,1207,7.00,64.23,26.410,1.67,real
10/07/2025, 23:38:52,7.00,1207,7.00,64.29,26.410,1.65,real
10/07/2025, 23:38:52,7.00,1207,7.00,64.34,26.410,1.61,real
10/07/2025, 23:38:52,7.00,1208,7.00,64.39,26.400,1.62,real
10/07/2025, 23:38:52,9.00,1208,9.00,64.45,26.420,1.62,real
10/07/2025, 23:38:52,13.00,1208,13.00,64.46,26.430,1.65,real
10/07/2025, 23:38:52,16.00,1209,16.00,64.47,26.420,1.67,real
10/07/2025, 23:38:52,18.00,1209,19.00,64.45,26.420,1.70,real
10/07/2025, 23:38:52,19.00,1209,20.00,64.38,26.430,1.74,real
10/07/2025, 23:38:52,20.00,1209,21.00,64.31,26.420,1.79,real
10/07/2025, 23:38:52,20.00,1210,22.00,64.24,26.420,1.82,real
10/07/2025, 23:38:52,20.00,1210,22.00,64.19,26.420,1.79,real
10/07/2025, 23:38:52,20.00,1210,22.00,64.00,26.420,1.79,real
10/07/2025, 23:38:52,20.00,1211,22.00,63.91,26.420,1.79,real
10/07/2025, 23:38:52,20.00,1211,22.00,63.82,26.410,1.83,real
10/07/2025, 23:38:52,15.00,1212,17.00,63.73,26.420,1.87,real
10/07/2025, 23:38:52,13.00,1212,14.00,63.54,26.420,1.88,real
10/07/2025, 23:38:52,11.00,1213,12.00,63.44,26.430,1.88,real
10/07/2025, 23:38:52,10.00,1214,10.00,63.32,26.430,1.91,real
10/07/2025, 23:38:52,8.00,1214,8.00,63.19,26.430,1.92,real
10/07/2025, 23:38:52,7.00,1215,7.00,62.91,26.420,1.93,real
10/07/2025, 23:38:52,7.00,1215,7.00,62.76,26.430,1.95,real
10/07/2025, 23:38:52,7.00,1216,7.00,62.61,26.430,1.97,real
10/07/2025, 23:38:52,7.00,1217,7.00,62.45,26.430,1.97,real
10/07/2025, 23:38:52,7.00,1217,7.00,62.10,26.430,2.02,real
10/07/2025, 23:38:52,7.00,1217,7.00,61.89,26.430,2.05,real
10/07/2025, 23:38:52,7.00,1218,7.00,61.71,26.430,2.08,real
10/07/2025, 23:38:52,7.00,1218,7.00,61.55,26.420,2.11,real
10/07/2025, 23:38:52,7.00,1218,7.00,61.30,26.410,2.14,real
10/07/2025, 23:38:52,7.00,1218,7.00,61.19,26.420,2.17,real
10/07/2025, 23:38:52,7.00,1219,7.00,61.10,26.430,2.18,real
10/07/2025, 23:38:52,7.00,1220,7.00,61.02,26.420,2.15,real
10/07/2025, 23:38:52,6.00,1220,6.00,60.88,26.430,2.17,real
10/07/2025, 23:38:52,6.00,1221,6.00,60.83,26.420,2.18,real
10/07/2025, 23:38:52,6.00,1222,6.00,60.79,26.420,2.22,real
10/07/2025, 23:38:52,6.00,1222,6.00,60.76,26.420,2.22,real
10/07/2025, 23:38:52,6.00,1222,6.00,60.80,26.420,2.26,real
10/07/2025, 23:38:52,6.00,1222,6.00,60.84,26.430,2.29,real
10/07/2025, 23:38:52,6.00,1223,6.00,60.91,26.440,2.32,real
10/07/2025, 23:38:52,6.00,1223,6.00,60.97,26.430,2.33,real
10/07/2025, 23:38:52,6.00,1222,6.00,61.12,26.410,2.39,real
10/07/2025, 23:38:52,6.00,1222,6.00,61.21,26.420,2.41,real
10/07/2025, 23:38:52,6.00,1222,6.00,61.29,26.410,2.43,real
10/07/2025, 23:38:52,6.00,1221,6.00,61.38,26.410,2.48,real
10/07/2025, 23:38:52,6.00,1221,6.00,61.54,26.410,2.49,real
10/07/2025, 23:38:52,5.00,1220,5.00,61.61,26.410,2.49,real
10/07/2025, 23:38:52,5.00,1219,5.00,61.68,26.400,2.49,real
10/07/2025, 23:38:52,5.00,1219,5.00,61.75,26.400,2.45,real
10/07/2025, 23:38:52,5.00,1218,5.00,61.92,26.410,2.43,real
10/07/2025, 23:38:52,5.00,1218,5.00,62.00,26.410,2.41,real
10/07/2025, 23:38:52,5.00,1217,5.00,62.08,26.410,2.40,real
10/07/2025, 23:38:52,5.00,1216,5.00,62.16,26.410,2.38,real
10/07/2025, 23:38:52,5.00,1216,5.00,62.34,26.400,2.37,real
10/07/2025, 23:38:52,5.00,1216,5.00,62.42,26.400,2.35,real
10/07/2025, 23:38:52,5.00,1215,5.00,62.49,26.410,2.31,real
10/07/2025, 23:38:52,5.00,1215,5.00,62.64,26.410,2.29,real
10/07/2025, 23:38:52,6.00,1215,6.00,63.07,26.430,2.25,real
10/07/2025, 23:38:52,7.00,1216,7.00,63.25,26.420,2.22,real
10/07/2025, 23:38:52,7.00,1217,7.00,63.39,26.420,2.18,real
10/07/2025, 23:38:52,7.00,1218,7.00,63.49,26.410,2.15,real
10/07/2025, 23:38:52,7.00,1220,7.00,63.61,26.410,2.13,real
10/07/2025, 23:38:52,7.00,1222,7.00,63.64,26.420,2.12,real
10/07/2025, 23:38:52,7.00,1228,7.00,63.68,26.420,2.08,real
10/07/2025, 23:38:52,7.00,1231,7.00,63.70,26.420,2.05,real
10/07/2025, 23:38:52,7.00,1234,7.00,63.76,26.440,2.05,real
