timestamp,PM2.5 (ug/m3),CO2 (ppm),Temp (C),Humidity (%),TVOC (mg/m3),Pressure (Pa),source
10/07/2025, 23:22:10,9.00,80,9.00,67.98,1.181,1.95,real
10/07/2025, 23:22:10,9.00,80,9.00,67.63,1.177,1.96,real
10/07/2025, 23:22:10,9.00,80,9.00,67.47,1.173,1.97,real
10/07/2025, 23:22:10,9.00,80,9.00,67.31,1.166,2.02,real
10/07/2025, 23:22:10,9.00,80,9.00,67.14,1.163,2.06,real
10/07/2025, 23:22:10,9.00,80,9.00,66.77,1.159,2.02,real
10/07/2025, 23:22:10,9.00,80,9.00,66.55,1.156,2.00,real
10/07/2025, 23:22:10,9.00,80,9.00,66.31,1.150,1.96,real
10/07/2025, 23:22:10,9.00,80,9.00,66.06,1.147,1.91,real
10/07/2025, 23:22:10,9.00,80,9.00,65.56,1.144,1.87,real
10/07/2025, 23:22:10,9.00,80,9.00,65.35,1.141,1.88,real
10/07/2025, 23:22:10,9.00,80,9.00,65.18,1.136,1.89,real
10/07/2025, 23:22:10,9.00,80,9.00,65.02,1.134,1.90,real
10/07/2025, 23:22:10,9.00,80,9.00,64.68,1.132,1.91,real
10/07/2025, 23:22:10,9.00,80,9.00,64.50,1.129,1.93,real
10/07/2025, 23:22:10,9.00,80,9.00,64.31,1.125,1.95,real
10/07/2025, 23:22:10,8.00,70,8.00,64.11,1.123,1.98,real
10/07/2025, 23:22:10,7.00,60,7.00,63.67,1.121,2.02,real
10/07/2025, 23:22:10,7.00,60,7.00,63.47,1.119,2.06,real
10/07/2025, 23:22:10,7.00,60,7.00,63.30,1.115,2.08,real
10/07/2025, 23:22:10,7.00,60,7.00,63.15,1.113,2.10,real
10/07/2025, 23:22:10,7.00,60,7.00,62.93,1.113,2.12,real
10/07/2025, 23:22:10,7.00,60,7.00,62.87,1.111,2.15,real
10/07/2025, 23:22:10,7.00,60,7.00,62.83,1.106,2.16,real
10/07/2025, 23:22:10,7.00,60,7.00,62.81,1.104,2.12,real
10/07/2025, 23:22:10,7.00,60,7.00,62.84,1.101,2.08,real
10/07/2025, 23:22:10,7.00,60,7.00,62.87,1.099,2.07,real
10/07/2025, 23:22:10,7.00,60,7.00,62.92,1.094,2.05,real
10/07/2025, 23:22:10,7.00,60,7.00,62.97,1.091,2.09,real
10/07/2025, 23:22:10,7.00,60,7.00,63.10,1.088,2.09,real
10/07/2025, 23:22:10,8.00,70,8.00,63.18,1.085,2.12,real
10/07/2025, 23:22:10,8.00,70,8.00,63.26,1.080,2.16,real
10/07/2025, 23:22:10,8.00,70,8.00,63.33,1.078,2.18,real
10/07/2025, 23:22:10,8.00,70,8.00,63.50,1.075,2.22,real
10/07/2025, 23:22:10,8.00,70,8.00,63.61,1.073,2.26,real
10/07/2025, 23:22:10,8.00,70,8.00,63.70,1.068,2.27,real
10/07/2025, 23:22:10,8.00,70,8.00,63.80,1.066,2.30,real
10/07/2025, 23:22:10,8.00,70,8.00,64.02,1.063,2.34,real
10/07/2025, 23:22:10,8.00,70,8.00,64.13,1.061,2.38,real
10/07/2025, 23:22:10,8.00,70,8.00,64.23,1.057,2.40,real
10/07/2025, 23:22:10,8.00,70,8.00,64.33,1.055,2.43,real
10/07/2025, 23:22:10,8.00,70,8.00,64.53,1.053,2.44,real
10/07/2025, 23:22:10,8.00,70,8.00,64.62,1.052,2.45,real
10/07/2025, 23:22:10,8.00,70,8.00,64.71,1.048,2.45,real
10/07/2025, 23:22:10,8.00,70,8.00,64.80,1.047,2.45,real
10/07/2025, 23:22:10,8.00,70,8.00,64.98,1.046,2.41,real
10/07/2025, 23:22:10,8.00,70,8.00,65.06,1.044,2.39,real
10/07/2025, 23:22:10,8.00,70,8.00,65.14,1.042,2.36,real
10/07/2025, 23:22:10,8.00,70,8.00,65.21,1.041,2.36,real
10/07/2025, 23:22:10,8.00,70,8.00,65.35,1.040,2.35,real
10/07/2025, 23:22:10,8.00,70,8.00,65.43,1.039,2.33,real
10/07/2025, 23:22:10,8.00,70,8.00,65.51,1.037,2.28,real
10/07/2025, 23:22:10,8.00,70,8.00,65.59,1.036,2.30,real
10/07/2025, 23:22:10,8.00,70,8.00,65.73,1.036,2.33,real
10/07/2025, 23:22:10,8.00,70,8.00,65.81,1.035,2.35,real
10/07/2025, 23:22:10,8.00,70,8.00,65.89,1.034,2.36,real
10/07/2025, 23:22:10,7.00,60,7.00,65.97,1.032,2.38,real
10/07/2025, 23:22:10,7.00,60,7.00,66.05,1.031,2.42,real
10/07/2025, 23:22:10,8.00,70,8.00,66.17,1.030,2.45,real
10/07/2025, 23:22:10,9.00,80,9.00,66.24,1.030,2.45,real
10/07/2025, 23:22:10,9.00,80,9.00,66.31,1.028,2.45,real
10/07/2025, 23:22:10,9.00,80,9.00,66.38,1.027,2.40,real
10/07/2025, 23:22:10,9.00,80,9.00,66.53,1.026,2.38,real
10/07/2025, 23:22:10,9.00,80,9.00,66.61,1.025,2.34,real
10/07/2025, 23:38:52,9.00,1022,9.00,66.79,25.500,1.75,real
10/07/2025, 23:38:52,8.00,1021,8.00,66.83,25.510,1.70,real
10/07/2025, 23:38:52,8.00,1020,8.00,66.85,25.520,1.67,real
10/07/2025, 23:38:52,8.00,1019,8.00,66.89,25.530,1.64,real
10/07/2025, 23:38:52,8.00,1019,8.00,66.89,25.540,1.63,real
10/07/2025, 23:38:52,8.00,1018,8.00,66.88,25.530,1.59,real
10/07/2025, 23:38:52,32.00,1017,35.00,66.87,25.540,1.57,real
10/07/2025, 23:38:52,44.00,1017,48.00,66.76,25.560,1.55,real
10/07/2025, 23:38:52,43.00,1016,47.00,66.65,25.570,1.53,real
10/07/2025, 23:38:52,37.00,1015,40.00,66.53,25.570,1.53,real
10/07/2025, 23:38:52,29.00,1015,31.00,66.38,25.570,1.58,real
10/07/2025, 23:38:52,26.00,1014,28.00,66.05,25.580,1.61,real
10/07/2025, 23:38:52,24.00,1014,26.00,65.86,25.580,1.62,real
10/07/2025, 23:38:52,23.00,1013,25.00,65.67,25.590,1.63,real
10/07/2025, 23:38:52,21.00,1013,23.00,65.50,25.590,1.67,real
10/07/2025, 23:38:52,20.00,1013,22.00,65.11,25.600,1.69,real
10/07/2025, 23:38:52,20.00,1012,22.00,64.92,25.590,1.71,real
10/07/2025, 23:38:52,18.00,1011,20.00,64.72,25.600,1.75,real
10/07/2025, 23:38:52,13.00,1011,14.00,64.54,25.610,1.77,real
10/07/2025, 23:38:52,11.00,1010,12.00,64.15,25.610,1.78,real
10/07/2025, 23:38:52,10.00,1010,11.00,63.99,25.600,1.81,real
10/07/2025, 23:38:52,9.00,1008,10.00,63.85,25.610,1.84,real
10/07/2025, 23:38:52,8.00,1008,8.00,63.76,25.610,1.87,real
10/07/2025, 23:38:52,8.00,1007,8.00,63.55,25.610,1.88,real
10/07/2025, 23:38:52,7.00,1006,7.00,63.38,25.610,1.89,real
10/07/2025, 23:38:52,7.00,1005,7.00,63.15,25.600,1.93,real
10/07/2025, 23:38:52,7.00,1004,7.00,62.88,25.600,1.91,real
10/07/2025, 23:38:52,7.00,1003,7.00,62.25,25.610,1.90,real
10/07/2025, 23:38:52,7.00,1002,7.00,61.94,25.610,1.86,real
10/07/2025, 23:38:52,7.00,1001,7.00,61.65,25.610,1.84,real
10/07/2025, 23:38:52,7.00,1000,7.00,61.40,25.620,1.82,real
10/07/2025, 23:38:52,7.00,999,7.00,61.02,25.630,1.86,real
10/07/2025, 23:38:52,7.00,999,7.00,60.89,25.620,1.91,real
10/07/2025, 23:38:52,7.00,998,7.00,60.80,25.610,1.88,real
10/07/2025, 23:38:52,7.00,997,7.00,60.76,25.620,1.85,real
10/07/2025, 23:38:52,7.00,997,7.00,60.77,25.620,1.83,real
10/07/2025, 23:38:52,7.00,996,7.00,60.81,25.610,1.81,real
10/07/2025, 23:38:52,7.00,995,7.00,60.86,25.620,1.79,real
10/07/2025, 23:38:52,6.00,995,6.00,60.91,25.620,1.74,real
10/07/2025, 23:38:52,7.00,994,7.00,61.00,25.610,1.73,real
10/07/2025, 23:38:52,7.00,994,7.00,61.06,25.620,1.69,real
10/07/2025, 23:38:52,7.00,993,7.00,61.12,25.610,1.66,real
10/07/2025, 23:38:52,7.00,992,7.00,61.19,25.620,1.65,real
10/07/2025, 23:38:52,7.00,992,7.00,61.40,25.620,1.64,real
10/07/2025, 23:38:52,7.00,991,7.00,61.54,25.620,1.62,real
10/07/2025, 23:38:52,171.00,990,187.00,63.12,25.640,1.59,real
10/07/2025, 23:38:52,709.00,991,600.00,64.87,25.650,1.57,real
10/07/2025, 23:38:52,708.00,992,600.00,67.14,25.650,1.57,real
10/07/2025, 23:38:52,592.00,995,600.00,67.58,25.650,1.61,real
10/07/2025, 23:38:52,473.00,1008,520.00,67.74,25.660,1.57,real
10/07/2025, 23:38:52,545.00,1019,600.00,67.72,25.650,1.53,real
10/07/2025, 23:38:52,986.00,1032,600.00,68.88,25.690,1.58,real
10/07/2025, 23:38:52,1207.00,1050,600.00,70.58,25.700,1.62,real
10/07/2025, 23:38:52,1116.00,1100,600.00,72.24,25.730,1.65,real
10/07/2025, 23:38:52,903.00,1132,600.00,73.86,25.740,1.65,real
10/07/2025, 23:38:52,530.00,1169,583.00,74.80,25.740,1.66,real
10/07/2025, 23:38:52,402.00,1211,442.00,74.59,25.720,1.70,real
10/07/2025, 23:38:52,306.00,1255,336.00,73.90,25.720,1.74,real
10/07/2025, 23:38:52,234.00,1351,257.00,73.06,25.730,1.75,real
10/07/2025, 23:38:52,139.00,1401,152.00,72.15,25.720,1.77,real
10/07/2025, 23:38:52,109.00,1451,119.00,70.41,25.710,1.80,real
10/07/2025, 23:38:52,86.00,1499,94.00,69.66,25.720,1.82,real
10/07/2025, 23:38:52,69.00,1589,75.00,68.99,25.720,1.84,real
10/07/2025, 23:38:52,46.00,1627,50.00,68.44,25.730,1.88,real
10/07/2025, 23:38:52,38.00,1661,41.00,67.59,25.740,1.92,real
10/07/2025, 23:38:52,31.00,1690,34.00,67.26,25.730,1.92,real
10/07/2025, 23:38:52,25.00,1733,28.00,66.98,25.740,1.93,real
10/07/2025, 23:38:52,17.00,1747,19.00,66.76,25.730,1.94,real
10/07/2025, 23:38:52,14.00,1757,16.00,66.41,25.740,1.93,real
10/07/2025, 23:38:52,12.00,1762,14.00,66.29,25.740,1.92,real
10/07/2025, 23:38:52,11.00,1763,12.00,66.21,25.740,1.90,real
10/07/2025, 23:38:52,9.00,1759,10.00,66.16,25.750,1.89,real
10/07/2025, 23:38:52,8.00,1754,9.00,66.10,25.750,1.88,real
10/07/2025, 23:38:52,7.00,1747,8.00,66.09,25.760,1.87,real
10/07/2025, 23:38:52,7.00,1730,7.00,66.08,25.760,1.85,real
10/07/2025, 23:38:52,8.00,1721,8.00,66.08,25.760,1.80,real
10/07/2025, 23:38:52,8.00,1712,8.00,66.09,25.780,1.79,real
10/07/2025, 23:38:52,8.00,1702,8.00,66.10,25.770,1.77,real
10/07/2025, 23:38:52,8.00,1683,8.00,66.11,25.770,1.74,real
10/07/2025, 23:38:52,8.00,1674,8.00,66.10,25.780,1.70,real
10/07/2025, 23:38:52,8.00,1665,8.00,66.14,25.800,1.66,real
10/07/2025, 23:38:52,8.00,1655,8.00,66.16,25.810,1.61,real
10/07/2025, 23:38:52,8.00,1637,8.00,66.18,25.820,1.60,real
10/07/2025, 23:38:52,8.00,1628,8.00,66.22,25.810,1.56,real
10/07/2025, 23:38:52,8.00,1619,8.00,66.28,25.810,1.54,real
10/07/2025, 23:38:52,8.00,1610,8.00,66.32,25.820,1.51,real
10/07/2025, 23:38:52,8.00,1592,8.00,66.36,25.820,1.47,real
10/07/2025, 23:38:52,8.00,1583,8.00,66.39,25.830,1.43,real
10/07/2025, 23:38:52,8.00,1574,8.00,66.51,25.830,1.40,real
10/07/2025, 23:38:52,8.00,1565,8.00,66.57,25.840,1.36,real
10/07/2025, 23:38:52,8.00,1548,8.00,66.63,25.840,1.34,real
10/07/2025, 23:38:52,8.00,1539,8.00,66.68,25.840,1.39,real
10/07/2025, 23:38:52,8.00,1531,8.00,66.78,25.840,1.43,real
10/07/2025, 23:38:52,8.00,1522,8.00,66.82,25.850,1.46,real
10/07/2025, 23:38:52,8.00,1506,8.00,66.85,25.850,1.48,real
10/07/2025, 23:38:52,8.00,1498,8.00,66.87,25.860,1.49,real
10/07/2025, 23:38:52,8.00,1490,8.00,66.89,25.870,1.52,real
10/07/2025, 23:38:52,8.00,1483,8.00,66.91,25.870,1.55,real
10/07/2025, 23:38:52,8.00,1468,8.00,66.89,25.880,1.58,real
10/07/2025, 23:38:52,8.00,1461,8.00,66.85,25.870,1.59,real
10/07/2025, 23:38:52,8.00,1454,8.00,66.74,25.880,1.61,real
10/07/2025, 23:38:52,8.00,1447,8.00,66.67,25.890,1.61,real
10/07/2025, 23:38:52,8.00,1434,8.00,66.57,25.900,1.65,real
10/07/2025, 23:38:52,7.00,1428,7.00,66.47,25.910,1.66,real
10/07/2025, 23:38:52,7.00,1422,7.00,66.27,25.910,1.67,real
10/07/2025, 23:38:52,7.00,1416,7.00,66.17,25.920,1.67,real
10/07/2025, 23:38:52,7.00,1404,7.00,66.06,25.910,1.69,real
10/07/2025, 23:38:52,7.00,1398,7.00,65.96,25.920,1.72,real
10/07/2025, 23:38:52,6.00,1393,6.00,65.76,25.920,1.73,real
10/07/2025, 23:38:52,6.00,1387,6.00,65.67,25.920,1.72,real
10/07/2025, 23:38:52,6.00,1376,6.00,65.58,25.930,1.68,real
10/07/2025, 23:38:52,6.00,1371,6.00,65.43,25.930,1.67,real
10/07/2025, 23:38:52,7.00,1366,7.00,65.10,25.940,1.66,real
10/07/2025, 23:38:52,8.00,1361,8.00,64.91,25.930,1.63,real
10/07/2025, 23:38:52,8.00,1351,8.00,64.70,25.940,1.64,real
10/07/2025, 23:38:52,8.00,1346,8.00,64.52,25.950,1.61,real
10/07/2025, 23:38:52,8.00,1341,8.00,64.15,25.940,1.56,real
10/07/2025, 23:38:52,8.00,1341,8.00,63.98,25.930,1.55,real
10/07/2025, 23:38:52,8.00,1331,8.00,63.79,25.940,1.51,real
10/07/2025, 23:38:52,8.00,1326,8.00,63.60,25.950,1.51,real
10/07/2025, 23:38:52,8.00,1321,8.00,63.19,25.950,1.55,real
10/07/2025, 23:38:52,8.00,1317,8.00,62.96,25.940,1.57,real
10/07/2025, 23:38:52,8.00,1308,8.00,62.69,25.930,1.57,real
10/07/2025, 23:38:52,8.00,1304,8.00,62.41,25.940,1.61,real
10/07/2025, 23:38:52,7.00,1300,7.00,61.85,25.950,1.64,real
10/07/2025, 23:38:52,7.00,1296,7.00,61.61,25.950,1.66,real
10/07/2025, 23:38:52,6.00,1288,6.00,61.40,25.940,1.65,real
10/07/2025, 23:38:52,6.00,1284,6.00,61.22,25.940,1.65,real
10/07/2025, 23:38:52,6.00,1281,6.00,60.96,25.940,1.64,real
10/07/2025, 23:38:52,6.00,1277,6.00,60.87,25.930,1.61,real
10/07/2025, 23:38:52,6.00,1270,6.00,60.82,25.940,1.56,real
10/07/2025, 23:38:52,7.00,1267,7.00,60.80,25.940,1.55,real
10/07/2025, 23:38:52,7.00,1263,7.00,60.79,25.950,1.54,real
10/07/2025, 23:38:52,7.00,1260,7.00,60.80,25.940,1.52,real
10/07/2025, 23:38:52,7.00,1257,7.00,60.84,25.940,1.51,real
10/07/2025, 23:38:52,7.00,1250,7.00,60.89,25.950,1.50,real
10/07/2025, 23:38:52,7.00,1247,7.00,60.93,25.940,1.46,real
10/07/2025, 23:38:52,7.00,1244,7.00,61.05,25.960,1.45,real
10/07/2025, 23:38:52,7.00,1241,7.00,61.11,25.950,1.45,real
10/07/2025, 23:38:52,7.00,1235,7.00,61.17,25.950,1.40,real
10/07/2025, 23:38:52,7.00,1232,7.00,61.25,25.950,1.40,real
10/07/2025, 23:38:52,7.00,1229,7.00,61.38,25.960,1.39,real
10/07/2025, 23:38:52,7.00,1226,7.00,61.45,25.970,1.39,real
10/07/2025, 23:38:52,7.00,1220,7.00,61.52,25.960,1.43,real
10/07/2025, 23:38:52,7.00,1217,7.00,61.60,25.960,1.43,real
10/07/2025, 23:38:52,7.00,1214,7.00,61.76,25.960,1.47,real
10/07/2025, 23:38:52,7.00,1211,7.00,61.87,25.960,1.50,real
10/07/2025, 23:38:52,7.00,1205,7.00,61.95,25.960,1.52,real
10/07/2025, 23:38:52,7.00,1202,7.00,62.05,25.950,1.56,real
10/07/2025, 23:38:52,7.00,1199,7.00,62.25,25.950,1.57,real
10/07/2025, 23:38:52,7.00,1196,7.00,62.35,25.960,1.60,real
10/07/2025, 23:38:52,7.00,1190,7.00,62.44,25.960,1.62,real
10/07/2025, 23:38:52,7.00,1187,7.00,62.54,25.950,1.67,real
10/07/2025, 23:38:52,7.00,1184,7.00,62.73,25.970,1.69,real
10/07/2025, 23:38:52,7.00,1182,7.00,62.81,25.980,1.73,real
10/07/2025, 23:38:52,7.00,1176,7.00,62.89,25.970,1.75,real
10/07/2025, 23:38:52,8.00,1174,8.00,62.98,25.980,1.76,real
10/07/2025, 23:38:52,8.00,1172,8.00,63.17,25.980,1.78,real
10/07/2025, 23:38:52,8.00,1169,8.00,63.27,25.990,1.80,real
10/07/2025, 23:38:52,8.00,1165,8.00,63.37,25.990,1.81,real
10/07/2025, 23:38:52,8.00,1163,8.00,63.47,26.000,1.85,real
10/07/2025, 23:38:52,8.00,1161,8.00,63.65,26.010,1.87,real
10/07/2025, 23:38:52,8.00,1159,8.00,63.75,26.000,1.91,real
10/07/2025, 23:38:52,8.00,1155,8.00,63.84,26.010,1.91,real
10/07/2025, 23:38:52,7.00,1153,7.00,63.92,26.000,1.95,real
10/07/2025, 23:38:52,7.00,1151,7.00,64.06,26.000,2.00,real
10/07/2025, 23:38:52,7.00,1149,7.00,64.14,26.010,2.02,real
10/07/2025, 23:38:52,8.00,1145,8.00,64.22,26.020,2.03,real
10/07/2025, 23:38:52,8.00,1143,8.00,64.28,26.010,2.06,real
10/07/2025, 23:38:52,8.00,1142,8.00,64.42,26.020,2.09,real
10/07/2025, 23:38:52,8.00,1140,8.00,64.49,26.030,2.12,real
10/07/2025, 23:38:52,8.00,1136,8.00,64.56,26.020,2.12,real
10/07/2025, 23:38:52,8.00,1135,8.00,64.62,26.020,2.16,real
10/07/2025, 23:38:52,8.00,1133,8.00,64.75,26.030,2.19,real
10/07/2025, 23:38:52,8.00,1131,8.00,64.82,26.040,2.20,real
10/07/2025, 23:38:52,8.00,1128,8.00,64.87,26.030,2.21,real
10/07/2025, 23:38:52,8.00,1126,8.00,64.93,26.040,2.21,real
10/07/2025, 23:38:52,8.00,1124,8.00,65.06,26.040,2.22,real
10/07/2025, 23:38:52,8.00,1122,8.00,65.13,26.050,2.25,real
10/07/2025, 23:38:52,8.00,1119,8.00,65.21,26.060,2.29,real
10/07/2025, 23:38:52,8.00,1117,8.00,65.28,26.050,2.34,real
10/07/2025, 23:38:52,8.00,1115,8.00,65.45,26.060,2.33,real
10/07/2025, 23:38:52,8.00,1114,8.00,65.52,26.070,2.31,real
10/07/2025, 23:38:52,8.00,1111,8.00,65.58,26.070,2.30,real
10/07/2025, 23:38:52,8.00,1109,8.00,65.61,26.070,2.29,real
10/07/2025, 23:38:52,8.00,1108,8.00,65.66,26.080,2.29,real
10/07/2025, 23:38:52,8.00,1107,8.00,65.67,26.090,2.30,real
10/07/2025, 23:38:52,8.00,1104,8.00,65.66,26.080,2.33,real
10/07/2025, 23:38:52,8.00,1103,8.00,65.66,26.080,2.38,real
10/07/2025, 23:38:52,8.00,1102,8.00,65.66,26.090,2.41,real
10/07/2025, 23:38:52,8.00,1101,8.00,65.65,26.090,2.45,real
10/07/2025, 23:38:52,8.00,1099,8.00,65.60,26.080,2.47,real
10/07/2025, 23:38:52,8.00,1098,8.00,65.51,26.090,2.47,real
10/07/2025, 23:38:52,8.00,1097,8.00,65.25,26.110,2.48,real
10/07/2025, 23:38:52,8.00,1096,8.00,65.12,26.110,2.49,real
10/07/2025, 23:38:52,8.00,1094,8.00,64.97,26.120,2.46,real
10/07/2025, 23:38:52,7.00,1094,7.00,64.82,26.120,2.43,real
10/07/2025, 23:38:52,7.00,1093,7.00,64.44,26.120,2.39,real
10/07/2025, 23:38:52,7.00,1093,7.00,64.24,26.120,2.36,real
10/07/2025, 23:38:52,7.00,1092,7.00,64.05,26.120,2.33,real
10/07/2025, 23:38:52,7.00,1091,7.00,63.90,26.130,2.36,real
10/07/2025, 23:38:52,7.00,1091,7.00,63.61,26.130,2.37,real
10/07/2025, 23:38:52,7.00,1090,7.00,63.46,26.120,2.39,real
10/07/2025, 23:38:52,7.00,1089,7.00,63.29,26.110,2.36,real
10/07/2025, 23:38:52,7.00,1089,7.00,63.13,26.110,2.37,real
10/07/2025, 23:38:52,8.00,1088,8.00,63.00,26.110,2.41,real
10/07/2025, 23:38:52,553.00,1088,600.00,62.95,26.120,2.42,real
10/07/2025, 23:38:52,1119.00,1087,600.00,62.91,26.110,2.43,real
10/07/2025, 23:38:52,1248.00,1087,600.00,62.81,26.120,2.44,real
10/07/2025, 23:38:52,1635.00,1087,600.00,62.67,26.120,2.46,real
10/07/2025, 23:38:52,1434.00,1088,600.00,62.29,26.110,2.49,real
10/07/2025, 23:38:52,1146.00,1088,600.00,62.06,26.120,2.49,real
10/07/2025, 23:38:52,878.00,1090,600.00,61.80,26.110,2.48,real
10/07/2025, 23:38:52,510.00,1091,561.00,61.52,26.100,2.43,real
10/07/2025, 23:38:52,387.00,1092,426.00,61.00,26.100,2.38,real
10/07/2025, 23:38:52,295.00,1093,324.00,60.76,26.110,2.38,real
10/07/2025, 23:38:52,226.00,1096,248.00,61.25,26.130,2.37,real
10/07/2025, 23:38:52,135.00,1098,148.00,63.05,26.160,2.33,real
10/07/2025, 23:38:52,106.00,1100,116.00,66.25,26.190,2.35,real
10/07/2025, 23:38:52,84.00,1103,92.00,67.44,26.200,2.36,real
10/07/2025, 23:38:52,67.00,1113,74.00,68.15,26.190,2.37,real
10/07/2025, 23:38:52,46.00,1121,50.00,68.37,26.190,2.41,real
10/07/2025, 23:38:52,39.00,1133,42.00,67.66,26.170,2.44,real
10/07/2025, 23:38:52,33.00,1148,36.00,66.99,26.160,2.47,real
10/07/2025, 23:38:52,28.00,1190,31.00,66.26,26.160,2.50,real
10/07/2025, 23:38:52,21.00,1217,23.00,65.52,26.150,2.48,real
10/07/2025, 23:38:52,18.00,1248,20.00,64.22,26.140,2.45,real
10/07/2025, 23:38:52,16.00,1281,18.00,63.70,26.150,2.44,real
10/07/2025, 23:38:52,14.00,1350,16.00,63.26,26.140,2.47,real
10/07/2025, 23:38:52,12.00,1385,12.00,62.86,26.150,2.48,real
10/07/2025, 23:38:52,11.00,1419,11.00,62.17,26.140,2.49,real
10/07/2025, 23:38:52,10.00,1450,10.00,61.92,26.150,2.47,real
10/07/2025, 23:38:52,9.00,1503,9.00,61.75,26.140,2.42,real
10/07/2025, 23:38:52,7.00,1523,7.00,61.64,26.140,2.39,real
10/07/2025, 23:38:52,7.00,1539,7.00,61.51,26.130,2.43,real
10/07/2025, 23:38:52,7.00,1550,7.00,61.47,26.120,2.44,real
10/07/2025, 23:38:52,7.00,1560,7.00,61.45,26.130,2.45,real
10/07/2025, 23:38:52,7.00,1561,7.00,61.45,26.130,2.48,real
10/07/2025, 23:38:52,7.00,1559,7.00,61.52,26.140,2.49,real
10/07/2025, 23:38:52,7.00,1556,7.00,61.57,26.130,2.45,real
10/07/2025, 23:38:52,7.00,1546,7.00,61.62,26.130,2.40,real
10/07/2025, 23:38:52,7.00,1540,7.00,61.68,26.130,2.39,real
10/07/2025, 23:38:52,7.00,1534,7.00,61.82,26.140,2.37,real
10/07/2025, 23:38:52,7.00,1528,7.00,61.88,26.140,2.34,real
10/07/2025, 23:38:52,7.00,1515,7.00,61.94,26.130,2.30,real
10/07/2025, 23:38:52,8.00,1509,8.00,62.01,26.140,2.27,real
10/07/2025, 23:38:52,8.00,1502,8.00,62.15,26.140,2.23,real
10/07/2025, 23:38:52,8.00,1496,8.00,62.21,26.140,2.21,real
10/07/2025, 23:38:52,8.00,1483,8.00,62.27,26.130,2.17,real
10/07/2025, 23:38:52,8.00,1476,8.00,62.32,26.140,2.17,real
10/07/2025, 23:38:52,8.00,1470,8.00,62.43,26.140,2.12,real
10/07/2025, 23:38:52,8.00,1464,8.00,62.50,26.150,2.09,real
10/07/2025, 23:38:52,8.00,1452,8.00,62.57,26.140,2.06,real
10/07/2025, 23:38:52,7.00,1446,7.00,62.64,26.150,2.02,real
10/07/2025, 23:38:52,8.00,1440,8.00,62.77,26.150,2.01,real
10/07/2025, 23:38:52,8.00,1434,8.00,62.84,26.160,1.99,real
10/07/2025, 23:38:52,8.00,1422,8.00,62.90,26.160,2.01,real
10/07/2025, 23:38:52,8.00,1416,8.00,62.97,26.170,2.02,real
10/07/2025, 23:38:52,8.00,1411,8.00,63.12,26.170,2.02,real
10/07/2025, 23:38:52,8.00,1405,8.00,63.20,26.170,2.05,real
10/07/2025, 23:38:52,8.00,1394,8.00,63.27,26.180,2.06,real
10/07/2025, 23:38:52,8.00,1389,8.00,63.33,26.170,2.07,real
10/07/2025, 23:38:52,8.00,1384,8.00,63.47,26.170,2.09,real
10/07/2025, 23:38:52,7.00,1380,7.00,63.52,26.170,2.10,real
10/07/2025, 23:38:52,7.00,1370,7.00,63.59,26.180,2.13,real
10/07/2025, 23:38:52,7.00,1366,7.00,63.65,26.190,2.18,real
10/07/2025, 23:38:52,7.00,1362,7.00,63.79,26.180,2.13,real
10/07/2025, 23:38:52,7.00,1357,7.00,63.85,26.180,2.11,real
10/07/2025, 23:38:52,7.00,1349,7.00,63.92,26.190,2.13,real
10/07/2025, 23:38:52,7.00,1345,7.00,63.97,26.180,2.17,real
10/07/2025, 23:38:52,7.00,1341,7.00,64.09,26.200,2.18,real
10/07/2025, 23:38:52,7.00,1337,7.00,64.16,26.190,2.20,real
10/07/2025, 23:38:52,7.00,1329,7.00,64.22,26.200,2.23,real
10/07/2025, 23:38:52,7.00,1326,7.00,64.28,26.210,2.27,real
10/07/2025, 23:38:52,18.00,1322,19.00,64.40,26.210,2.31,real
10/07/2025, 23:38:52,15.00,1319,16.00,64.49,26.220,2.31,real
10/07/2025, 23:38:52,22.00,1312,24.00,64.57,26.220,2.36,real
10/07/2025, 23:38:52,115.00,1309,126.00,64.66,26.210,2.39,real
10/07/2025, 23:38:52,148.00,1309,162.00,64.85,26.230,2.40,real
10/07/2025, 23:38:52,152.00,1306,166.00,64.93,26.230,2.43,real
10/07/2025, 23:38:52,132.00,1303,144.00,65.00,26.230,2.47,real
10/07/2025, 23:38:52,107.00,1298,117.00,65.06,26.240,2.49,real
10/07/2025, 23:38:52,68.00,1295,74.00,65.12,26.240,2.49,real
10/07/2025, 23:38:52,55.00,1293,60.00,65.25,26.240,2.47,real
10/07/2025, 23:38:52,46.00,1291,50.00,65.30,26.250,2.42,real
10/07/2025, 23:38:52,39.00,1286,42.00,65.35,26.250,2.40,real
10/07/2025, 23:38:52,34.00,1284,36.00,65.39,26.260,2.36,real
10/07/2025, 23:38:52,30.00,1282,32.00,65.45,26.270,2.35,real
10/07/2025, 23:38:52,27.00,1280,29.00,65.46,26.280,2.32,real
10/07/2025, 23:38:52,25.00,1275,26.00,65.48,26.270,2.30,real
10/07/2025, 23:38:52,20.00,1273,21.00,65.46,26.270,2.30,real
10/07/2025, 23:38:52,17.00,1271,18.00,65.51,26.280,2.27,real
10/07/2025, 23:38:52,120.00,1269,131.00,65.55,26.290,2.23,real
10/07/2025, 23:38:52,382.00,1264,420.00,65.57,26.280,2.19,real
10/07/2025, 23:38:52,569.00,1262,600.00,65.56,26.280,2.21,real
